OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-35753,2025-244AC,2026-08-27T01:04:23.720736,15.34392415,.00012278,53.1586,157.7742,77.5728,282.5412,0,U,66232,999,4775,.96641768E-3,.32409E-3,0
STARLINK-35626,2025-244AD,2026-08-27T01:22:33.962592,15.34398949,.00012597,53.1592,157.8496,127.0095,233.1023,0,U,66233,999,4775,.65104529E-3,.21683E-3,0
STARLINK-35537,2025-245A,2026-08-27T04:50:53.987136,15.31711232,.00011441,53.1568,210.4028,107.6132,252.4995,0,U,66234,999,4738,.98087024E-3,.30206E-3,0
STARLINK-35541,2025-245B,2026-08-27T04:37:35.628672,15.31712041,.00011856,53.1588,211.0561,100.9660,259.1475,0,U,66235,999,4732,.11114466E-2,.34296E-3,0
STARLINK-35454,2025-245C,2026-08-27T04:48:50.302944,15.34394008,.00011643,53.1574,211.1014,98.2233,261.8901,0,U,66236,999,4721,.94389106E-3,.31643E-3,0
STARLINK-35557,2025-245D,2026-08-27T05:00:16.677504,15.34403700,.00011438,53.1571,207.6058,86.5246,273.5888,0,U,66237,999,4742,.96079057E-3,.32229E-3,0
STARLINK-35556,2025-245E,2026-08-27T05:03:18.365472,15.34412753,.00011631,53.1564,207.6145,86.4758,273.6378,0,U,66238,999,4742,.52559987E-3,.1743E-3,0
STARLINK-35554,2025-245F,2026-08-27T04:44:18.669120,15.31717051,.00015678,53.1577,211.0829,132.4757,227.6378,0,U,66239,999,4721,.59287288E-3,.18087E-3,0
STARLINK-35546,2025-245G,2026-08-27T04:36:40.771584,15.34461765,.00014176,53.1582,211.0499,52.4035,307.7096,0,U,66240,999,4737,.11937135E-2,.40251E-3,0
STARLINK-35497,2025-245H,2026-08-27T03:33:14.298624,15.34424314,.00014901,53.1579,211.4843,103.2103,256.9065,0,U,66241,999,4731,.61932835E-3,.20622E-3,0
STARLINK-35480,2025-245J,2026-08-27T04:51:52.169760,15.34401097,.0001055,53.1570,211.1126,92.1279,267.9845,0,U,66242,999,4737,.65779912E-3,.21914E-3,0
STARLINK-35495,2025-245K,2026-08-27T06:00:00.999648,15.34364989,.00006862,53.1590,211.2133,76.3988,22.4955,0,U,66243,999,582,.45946129E-3,.15162E-3,0
STARLINK-35517,2025-245L,2026-08-27T04:42:46.845792,15.34397453,.00012073,53.1579,211.0740,98.7458,261.3681,0,U,66244,999,4716,.5528973E-3,.18349E-3,0
STARLINK-35503,2025-245M,2026-08-27T05:13:04.361376,15.34376707,.00014724,53.1569,211.2078,86.5469,273.5702,0,U,66245,999,4732,.3433594E-3,.11234E-3,0
STARLINK-35434,2025-245N,2026-08-27T05:37:56.936928,15.31708118,.00011102,53.1580,210.6018,72.7317,287.3805,0,U,66246,999,4717,.26592382E-3,.7898E-4,0
STARLINK-35481,2025-245P,2026-08-27T05:44:40.154496,15.31713177,.00015135,53.1581,210.6303,82.1207,277.9966,0,U,66247,999,4738,.37314507E-3,.11236E-3,0
STARLINK-35416,2025-245Q,2026-08-27T03:43:49.617696,15.31711568,.00014754,53.1572,210.8164,113.3091,246.8066,0,U,66248,999,4731,.60218271E-3,.18374E-3,0
STARLINK-35304,2025-245R,2026-08-27T04:44:47.482656,15.31714151,.00012162,53.1579,211.0802,89.7068,270.4072,0,U,66249,999,4715,.51254951E-3,.1558E-3,0
STARLINK-35338,2025-245S,2026-08-27T05:11:03.937056,15.31707853,.00012957,53.1571,210.4837,92.8113,267.3037,0,U,66250,999,4728,.32266816E-3,.9663E-4,0
STARLINK-35485,2025-245T,2026-08-27T03:30:22.945824,15.31709946,.00011989,53.1579,210.7564,93.2665,266.8473,0,U,66251,999,4715,.80248186E-3,.24627E-3,0
STARLINK-35483,2025-245U,2026-08-27T05:16:06.533184,15.34395460,.00010492,53.1579,211.2148,99.2975,260.8146,0,U,66252,999,4732,.8147871E-3,.27249E-3,0
STARLINK-35486,2025-245V,2026-08-27T03:57:15.783264,15.31723457,.00014651,53.1571,210.8718,129.3173,230.7959,0,U,66253,999,4716,.79655479E-3,.24452E-3,0
STARLINK-35488,2025-245W,2026-08-27T05:58:06.765888,15.31706565,.00013588,53.1589,210.6861,64.0016,296.1125,0,U,66254,999,4738,.51231394E-3,.15569E-3,0
STARLINK-35616,2025-245X,2026-08-27T05:37:18.953760,15.34396533,.0001564,53.1584,211.3051,99.0286,261.0894,0,U,66255,999,4737,.71365219E-3,.2381E-3,0
STARLINK-35619,2025-245Y,2026-08-27T04:33:41.278176,15.34394655,.00013729,53.1601,211.0296,93.8617,266.2542,0,U,66256,999,4737,.88641122E-3,.29686E-3,0
STARLINK-35615,2025-245Z,2026-08-27T05:25:11.778528,15.34399295,.00012306,53.1593,211.2503,90.4071,269.7073,0,U,66257,999,4737,.30851746E-3,.10061E-3,0
STARLINK-34650,2025-245AA,2026-08-27T04:45:48.451680,15.34412988,.0000991,53.1572,211.0807,97.8741,262.2374,0,U,66258,999,4737,.60406718E-3,.20096E-3,0
STARLINK-35529,2025-245AB,2026-08-27T04:30:52.214112,15.31711805,.00014102,53.1588,211.0168,85.2424,274.8739,0,U,66259,999,4737,.37623978E-3,.11332E-3,0
STARLINK-35420,2025-245AC,2026-08-27T05:24:30.417984,15.31709994,.00013666,53.1574,210.5372,93.2033,266.9125,0,U,66260,999,4738,.30990671E-3,.9267E-4,0
STARLINK-35536,2025-245AD,2026-08-27T04:57:36.732096,15.31674486,.00010425,53.1571,210.4176,70.8924,289.2190,0,U,66261,999,4738,.66752882E-3,.20389E-3,0
STARLINK-35487,2025-245AE,2026-08-27T05:51:23.228640,15.31708914,.0001312,53.1577,210.6486,94.1150,266.0002,0,U,66262,999,4733,.29815748E-3,.8901E-4,0
STARLINK-35801,2025-247A,2026-08-26T09:44:11.342976,15.34395443,.00002032,53.1610,119.1846,84.3709,275.7317,0,U,66265,999,4707,.59374587E-3,.19735E-3,0
STARLINK-35056,2025-247B,2026-08-27T06:07:22.876896,15.34441358,.00044853,53.1585,117.3693,314.4969,45.5666,0,U,66266,999,4717,.87555731E-3,.29367E-3,0
STARLINK-35550,2025-247C,2026-08-26T06:39:37.829088,15.34417853,.0001079,53.1590,119.7528,140.5819,219.5262,0,U,66267,999,4705,.55199E-3,.1833E-3,0
STARLINK-35069,2025-247D,2026-08-27T04:48:35.911296,15.34428848,.00012118,53.1576,117.0289,99.7610,260.3529,0,U,66268,999,4717,.3156629E-3,.10313E-3,0
STARLINK-34910,2025-247E,2026-08-27T06:33:49.752000,15.34412588,.00011189,53.1595,115.3175,170.5405,189.5618,0,U,66269,999,4720,.67758927E-3,.22595E-3,0
STARLINK-35757,2025-247F,2026-08-27T00:03:30.518784,15.34447135,.00008643,53.1580,116.5096,132.0536,228.0540,0,U,66270,999,4721,.11452016E-2,.38573E-3,0
STARLINK-35745,2025-247G,2026-08-26T22:45:33.615072,15.34406567,.0002222,53.1561,118.3003,315.0839,44.9983,0,U,66271,999,4718,.67563E-3,.22525E-3,0
STARLINK-35741,2025-247H,2026-08-26T15:47:15.681696,15.34423083,.00010196,53.1588,117.9135,104.3034,255.8082,0,U,66272,999,4716,.10030611E-2,.33691E-3,0
STARLINK-35730,2025-247J,2026-08-27T03:05:02.255712,15.34424020,.00013733,53.1566,115.8690,94.2606,265.8553,0,U,66273,999,4723,.85726708E-3,.28721E-3,0
STARLINK-35760,2025-247K,2026-08-25T16:45:15.478848,15.34406843,.00020016,53.1566,124.0041,99.5564,260.5665,0,U,66274,999,4694,.97154755E-3,.326E-3,0
STARLINK-35752,2025-247L,2026-08-26T08:53:30.865632,15.34407705,.00006767,53.1607,121.0898,70.8562,289.2514,0,U,66275,999,4704,.53725825E-3,.17824E-3,0
STARLINK-35742,2025-247M,2026-08-26T15:35:58.629696,15.34424005,.00030051,53.1579,119.9918,85.0946,275.0399,0,U,66276,999,4713,.76868127E-3,.25705E-3,0
STARLINK-35708,2025-247N,2026-08-27T04:53:59.173440,15.34413353,.00010586,53.1583,115.6335,84.2515,275.8608,0,U,66277,999,4724,.67217714E-3,.22412E-3,0
STARLINK-35713,2025-247P,2026-08-26T09:29:02.532480,15.34405034,.00011614,53.1591,119.1134,97.3445,262.7690,0,U,66278,999,4712,.56168377E-3,.18651E-3,0
STARLINK-35724,2025-247Q,2026-08-27T03:05:44.825856,15.34405357,.00019294,53.1590,117.2909,30.0284,330.0829,0,U,66279,999,4716,.86164161E-3,.28853E-3,0
STARLINK-35726,2025-247R,2026-08-26T09:38:08.067264,15.34408611,.00010181,53.1581,119.1538,68.9221,291.1890,0,U,66280,999,4707,.89191875E-3,.29887E-3,0
STARLINK-35727,2025-247S,2026-08-26T16:27:20.944512,15.34393768,.00016967,53.1576,119.5031,90.3286,269.7911,0,U,66281,999,4709,.29625526E-3,.9644E-4,0
STARLINK-35776,2025-247T,2026-08-26T06:58:30.728352,15.34424155,.0001069,53.1576,121.3006,78.0939,282.0183,0,U,66282,999,4703,.78983E-3,.26424E-3,0
STARLINK-35774,2025-247U,2026-08-27T03:29:58.583616,15.34412739,.00006195,53.1587,117.3953,353.8186,6.2809,0,U,66283,999,4716,.53663997E-3,.17806E-3,0
STARLINK-35830,2025-247V,2026-08-26T16:51:35.298432,15.34407912,.00004343,53.1578,119.6035,355.8187,4.2811,0,U,66284,999,4709,.47784412E-3,.15807E-3,0
STARLINK-35819,2025-247W,2026-08-26T09:11:41.739936,15.34424807,.00012285,53.1571,121.1658,74.0436,286.0702,0,U,66285,999,4704,.96435848E-3,.32373E-3,0
STARLINK-35783,2025-247X,2026-08-25T16:27:12.461760,15.34400350,.00010502,53.1593,124.6312,306.3451,53.7454,0,U,66286,999,4693,.65326043E-3,.2176E-3,0
STARLINK-34884,2025-247Y,2026-08-26T16:26:38.950656,15.34406531,.00015173,53.1571,118.0788,92.3318,267.7858,0,U,66287,999,4711,.10439347E-2,.35067E-3,0
STARLINK-34896,2025-247Z,2026-08-26T16:20:35.429568,15.34406473,.00017088,53.1576,118.0512,326.5934,33.4961,0,U,66288,999,4711,.73248252E-3,.24458E-3,0
STARLINK-35802,2025-247AA,2026-08-26T16:11:30.019200,15.34381509,.00012074,53.1583,118.0108,71.0209,289.0924,0,U,66289,999,4711,.96557662E-3,.32369E-3,0
STARLINK-35799,2025-247AB,2026-08-27T03:02:00.344832,15.34404927,.00017006,53.1579,115.8518,133.3724,226.7421,0,U,66290,999,4723,.88274076E-3,.29571E-3,0
STARLINK-35800,2025-247AC,2026-08-26T01:46:07.503744,15.34404461,.00015546,53.1582,120.6587,86.5640,273.5540,0,U,66291,999,4706,.54508996E-3,.18088E-3,0
STARLINK-35798,2025-247AD,2026-08-26T15:56:20.406048,15.34370553,.00016002,53.1578,117.9447,80.8524,279.2660,0,U,66292,999,4710,.63274929E-3,.21042E-3,0
KORSAT-4,2025-248A,2026-08-26T19:35:23.434944,14.98774053,.00007413,45.4086,153.3790,272.2437,87.8357,0,U,66293,999,4465,.28939874E-3,.3311E-4,0
SEMI-1L,2025-248B,2026-08-26T23:14:00.529152,15.21656244,.00021046,45.4067,101.4462,141.7082,218.3955,0,U,66294,999,4529,.21933726E-3,.4764E-4,0
LEMUR-2-AFFIE-WAUWIE,2025-248C,2026-08-26T15:28:11.025120,15.29560137,.00066638,45.3922,92.5296,149.2499,210.8783,0,U,66295,999,4537,.68330987E-3,.19702E-3,0
BANDWAGON-4 OBJECT D,2025-248D,2026-08-26T23:15:41.431392,15.22481032,.00034772,45.4056,99.8990,123.9708,236.1510,0,U,66296,999,4531,.27030761E-3,.609E-4,0
SEMI-1N,2025-248E,2026-08-26T15:21:34.079328,15.21662121,.00083845,45.4064,100.0524,77.9718,282.2109,0,U,66297,999,4528,.28805603E-3,.6352E-4,0
SEMI-1P,2025-248F,2026-08-25T01:33:52.666560,15.21677463,.00106602,45.3988,109.8947,55.2190,304.9699,0,U,66298,999,4502,.36001325E-3,.802E-4,0
FGN-100-D2,2025-248G,2026-08-25T15:45:24.945408,15.20967829,.0003641,45.4016,108.4849,81.3774,278.7525,0,U,66299,999,4509,.1996021E-3,.422E-4,0
ICEYE-X65,2025-248H,2026-08-26T16:52:00.851232,15.08108074,.00042868,45.4043,123.3275,57.1195,303.0099,0,U,66300,999,4616,.23155436E-3,.3382E-4,0
ICEYE-X66,2025-248J,2026-08-26T15:57:41.512320,15.09378515,.00040012,45.4019,122.1591,51.6190,308.5051,0,U,66301,999,4615,.14675015E-3,.213E-4,0
ICEYE-X67,2025-248K,2026-08-25T16:44:24.901152,15.09342475,.00054738,45.4045,126.8594,49.9672,310.1690,0,U,66302,999,4602,.23068558E-3,.3489E-4,0
STARCLOUD-1,2025-248L,2026-08-25T16:27:14.565600,15.21892829,.00039772,45.3998,107.0657,69.9834,290.1481,0,U,66303,999,4512,.2064011E-3,.4499E-4,0
BANDWAGON-4 OBJECT M,2025-248M,2026-08-27T06:49:42.861504,15.29791762,.00076857,45.4188,87.5612,119.3438,240.8221,0,U,66304,999,4421,.6480682E-3,.18806E-3,0
BANDWAGON-4 OBJECT N,2025-248N,2026-08-24T23:30:23.282496,15.29896953,.00079949,45.4194,99.8694,92.0393,268.1413,0,U,66305,999,4300,.56345881E-3,.16359E-3,0
BANDWAGON-4 OBJECT P,2025-248P,2026-08-24T23:29:00.519936,15.29322858,.00102849,45.4052,100.4365,107.1619,253.0398,0,U,66306,999,4512,.55149358E-3,.15728E-3,0
BANDWAGON-4 OBJECT Q,2025-248Q,2026-08-26T23:15:40.213152,15.29141897,.00084231,45.3895,89.8237,115.4675,244.7087,0,U,66307,999,4543,.58211353E-3,.1652E-3,0
TOMORROW-S8,2025-248R,2026-08-26T23:33:26.990496,15.21041842,.00029489,45.3975,101.4298,65.4431,294.6763,0,U,66308,999,4529,.16693163E-3,.349E-4,0
TOMORROW-S9,2025-248S,2026-08-25T08:54:59.019552,15.21022821,.00025772,45.4023,110.6624,90.3308,269.7874,0,U,66309,999,4504,.18803384E-3,.3965E-4,0
CMS-03 (GSAT-7R),2025-249B,2026-08-27T00:31:57.716256,1.00272363,.00017587,0.0043,179.3572,316.6914,281.1822,0,U,66311,999,305,0,-.79E-6,0
YAOGAN-46,2025-250A,2026-08-25T18:29:43.917216,5.31209530,.00051211,20.0665,294.8247,229.0714,130.9191,0,U,66313,999,1579,0,-.21E-6,0
SENTINEL-1D,2025-251A,2026-08-27T06:36:54.356832,14.59197439,.00014011,98.1832,245.6319,89.4923,270.6437,0,U,66315,999,4309,.3577769E-5,-.29E-6,0
QPS-SAR-14 (YACHIHOKO-I),2025-252A,2026-08-26T23:39:47.166912,14.99899548,.00050472,42.0035,102.5308,335.7814,24.2774,0,U,66316,999,4414,.32297378E-3,.3892E-4,0
STARLINK-35442,2025-253A,2026-08-25T16:00:59.800320,15.27580976,.00012519,43.0024,338.5447,259.6507,100.4204,0,U,66319,999,4608,.28981763E-3,.7722E-4,0
STARLINK-34616,2025-253B,2026-08-26T15:49:46.979328,15.27590635,.00017114,43.0048,332.2233,275.0922,84.9735,0,U,66320,999,4632,.48666956E-3,.13158E-3,0
STARLINK-34615,2025-253C,2026-08-26T14:52:38.905536,15.27590216,.00021183,43.0019,332.7671,52.7691,307.3354,0,U,66321,999,4623,.62368773E-3,.16945E-3,0
STARLINK-35292,2025-253D,2026-08-26T13:01:49.706688,15.27604441,.00010622,42.9995,333.0737,247.6992,112.3747,0,U,66322,999,4622,.94485184E-3,.25849E-3,0
STARLINK-35309,2025-253E,2026-08-25T16:02:50.808768,15.27572989,.00014137,43.0033,338.5448,256.1504,103.9191,0,U,66323,999,4608,.44933486E-3,.1212E-3,0
STARLINK-35506,2025-253F,2026-08-26T15:55:19.761888,15.27590693,.00012769,43.0017,332.2478,247.0527,113.0190,0,U,66324,999,4624,.4732191E-3,.12787E-3,0
STARLINK-35504,2025-253G,2026-08-25T16:06:32.843808,15.27593159,.00015446,43.0037,338.5696,269.9576,90.1099,0,U,66325,999,4608,.73570497E-3,.20046E-3,0
STARLINK-35479,2025-253H,2026-08-26T16:37:53.520384,15.27601716,.0001464,43.0024,332.4739,275.7817,84.2868,0,U,66326,999,4624,.85247791E-3,.23286E-3,0
STARLINK-35507,2025-253J,2026-08-26T12:58:07.528224,15.27592335,.00011065,43.0025,333.0481,258.2196,101.8531,0,U,66327,999,4622,.49856666E-3,.13488E-3,0
STARLINK-35460,2025-253K,2026-08-25T15:55:26.848416,15.27587497,.0001424,43.0034,338.5103,274.3882,85.6807,0,U,66328,999,4608,.52485979E-3,.14212E-3,0
STARLINK-35505,2025-253L,2026-08-26T16:32:20.436288,15.27595434,.00015306,43.0022,332.4477,269.2882,90.7795,0,U,66329,999,4624,.9195847E-3,.25141E-3,0
STARLINK-35512,2025-253M,2026-08-26T15:18:32.755968,15.27607500,.00011676,43.0021,332.9264,275.3230,84.7488,0,U,66330,999,4623,.98420217E-3,.26943E-3,0
STARLINK-35257,2025-253N,2026-08-26T16:00:53.424000,15.27588841,.00011227,42.9994,332.2725,215.3560,144.7217,0,U,66331,999,4624,.5342204E-3,.14471E-3,0
STARLINK-35322,2025-253P,2026-08-26T14:41:32.183520,15.27593369,.00016953,43.0025,332.7315,279.4281,80.6379,0,U,66332,999,4623,.83410184E-3,.22771E-3,0
STARLINK-35400,2025-253Q,2026-08-25T16:13:56.809344,15.27590622,.00022239,43.0068,338.6060,284.3663,75.6941,0,U,66333,999,4608,.51322718E-3,.13892E-3,0
STARLINK-35407,2025-253R,2026-08-25T13:23:55.658976,15.27590939,.0000771,42.9993,338.5793,268.2826,91.7938,0,U,66334,999,4607,.62159E-3,.16888E-3,0
STARLINK-35417,2025-253S,2026-08-26T15:01:53.263488,15.27587891,.00012979,43.0011,332.8363,273.5652,86.5052,0,U,66335,999,4623,.47831941E-3,.12926E-3,0
STARLINK-35404,2025-253T,2026-08-26T16:23:05.140032,15.27603025,.00012891,43.0020,332.3950,290.1930,69.8783,0,U,66336,999,4624,.88339689E-3,.24144E-3,0
STARLINK-34783,2025-253U,2026-08-26T15:44:27.654432,15.27593417,.00010837,42.9982,333.0594,71.0491,289.0478,0,U,66337,999,4623,.72898775E-3,.1986E-3,0
STARLINK-35477,2025-253V,2026-08-26T14:47:04.986816,15.27595345,.00015446,43.0023,332.7580,264.8464,95.2211,0,U,66338,999,4623,.67314603E-3,.18316E-3,0
STARLINK-35443,2025-253W,2026-08-26T14:56:20.060160,15.27590111,.00013473,43.0011,332.8007,274.1978,85.8719,0,U,66339,999,4623,.48071584E-3,.12994E-3,0
STARLINK-35218,2025-253X,2026-08-25T15:57:17.602848,15.27586272,.00014301,43.0032,338.5152,265.5831,94.4858,0,U,66340,999,4608,.48457837E-3,.13099E-3,0
STARLINK-35522,2025-253Y,2026-08-26T15:14:50.652672,15.27603209,.00011912,43.0022,332.9044,286.2943,73.7777,0,U,66341,999,4623,.90274209E-3,.2468E-3,0
STARLINK-35535,2025-253Z,2026-08-26T15:07:26.429664,15.27592789,.00010226,42.9992,332.8629,279.6657,80.4079,0,U,66342,999,4623,.66744446E-3,.18157E-3,0
STARLINK-35467,2025-253AA,2026-08-25T15:51:44.458272,15.27593587,.00026444,43.0077,338.4917,278.4354,81.6197,0,U,66343,999,4608,.44497819E-3,.12008E-3,0
STARLINK-35511,2025-253AB,2026-08-25T16:19:17.452704,15.27580672,.00009458,43.0018,337.7639,278.7035,81.3709,0,U,66344,999,4609,.49077E-3,.13267E-3,0
STARLINK-35440,2025-253AC,2026-08-26T15:09:17.628192,15.27591595,.00004799,42.9984,332.8676,199.5106,160.5728,0,U,66345,999,4623,.58282192E-3,.15816E-3,0
STARLINK-35482,2025-253AD,2026-08-26T13:03:40.877568,15.27583806,.00021204,43.0026,333.0739,278.5315,81.5296,0,U,66346,999,4622,.34121346E-3,.914E-4,0
STARLINK-35438,2025-253AE,2026-08-26T15:59:01.805568,15.27602586,.00021603,43.0044,332.2654,276.4592,83.6014,0,U,66347,999,4624,.91979363E-3,.25153E-3,0
STARLINK-35849,2025-254A,2026-08-27T01:59:38.202720,15.34404939,.00011781,53.1579,159.5815,72.5115,287.6016,0,U,66348,999,4624,.67700768E-3,.2257E-3,0
STARLINK-35848,2025-254B,2026-08-26T19:16:17.261184,15.31711015,.00013915,53.1590,161.3852,104.0935,256.0221,0,U,66349,999,4503,.5968401E-3,.18207E-3,0
STARLINK-35829,2025-254C,2026-08-26T18:56:07.650816,15.31708100,.00014214,53.1570,161.2996,66.8204,293.2947,0,U,66350,999,4503,.58137719E-3,.17723E-3,0
STARLINK-35828,2025-254D,2026-08-27T00:31:06.464640,15.32973636,.0004086,53.1588,159.9065,285.4865,74.5686,0,U,66351,999,4507,.18787193E-1,.653369E-2,0
STARLINK-35850,2025-254E,2026-08-27T01:50:34.024416,15.34377065,.00016674,53.1573,159.5344,143.8982,216.2134,0,U,66352,999,4508,.71378322E-3,.23799E-3,0
STARLINK-35869,2025-254F,2026-08-27T02:11:45.260448,15.34403320,.00008826,53.1590,159.6283,124.8892,235.2194,0,U,66353,999,4508,.75970154E-3,.25381E-3,0
STARLINK-35895,2025-254G,2026-08-27T01:01:08.494752,15.33576934,.00014339,53.1624,160.0484,110.3329,249.7828,0,U,66354,999,4507,.11708182E-2,.38364E-3,0
STARLINK-35861,2025-254H,2026-08-27T01:11:17.268288,15.34387636,.00015848,53.1598,160.0815,81.4079,278.7103,0,U,66355,999,4507,.64888681E-3,.21602E-3,0
STARLINK-35851,2025-254J,2026-08-27T01:56:36.341952,15.34396075,.00010901,53.1570,159.5656,75.7121,284.4003,0,U,66356,999,4508,.7441317E-3,.24846E-3,0
STARLINK-35817,2025-254K,2026-08-27T02:14:47.179968,15.34396522,.00011548,53.1597,159.6442,96.2064,263.9070,0,U,66357,999,4508,.9959638E-3,.3342E-3,0
STARLINK-35807,2025-254L,2026-08-27T01:05:08.587392,15.32036687,.00114974,53.1549,160.0464,131.8025,228.3961,0,U,66358,999,4507,.70253472E-2,.227098E-2,0
STARLINK-35805,2025-254M,2026-08-27T01:52:09.471360,15.31701168,.00011419,53.1576,159.5445,84.9552,275.1580,0,U,66359,999,4621,.79673281E-3,.2444E-3,0
STARLINK-35823,2025-254N,2026-08-27T01:53:34.082880,15.34386786,.00013478,53.1587,159.5485,99.7758,260.3397,0,U,66360,999,4508,.30591271E-3,.9969E-4,0
STARLINK-35813,2025-254P,2026-08-27T01:58:52.824576,15.31713060,.00009133,53.1574,159.5714,106.4959,253.6143,0,U,66361,999,4508,.63831309E-3,.19502E-3,0
STARLINK-35822,2025-254Q,2026-08-27T02:08:43.332288,15.34395332,.00009112,53.1583,159.6187,93.5911,266.5196,0,U,66362,999,4508,.9115882E-3,.30544E-3,0
STARLINK-35806,2025-254R,2026-08-27T01:23:24.517824,15.34393937,.0001168,53.1593,160.1332,62.5774,297.5347,0,U,66363,999,4507,.10676984E-2,.35863E-3,0
STARLINK-35797,2025-254S,2026-08-27T01:20:22.510176,15.34400345,.00012508,53.1592,160.1134,114.1503,245.9630,0,U,66364,999,4507,.66695988E-3,.22225E-3,0
STARLINK-35827,2025-254T,2026-08-27T01:18:41.357376,15.31715117,.00012398,53.1592,160.1059,124.6572,235.4546,0,U,66365,999,4507,.76726296E-3,.2353E-3,0
STARLINK-35845,2025-254U,2026-08-27T01:25:24.940416,15.31703319,.00014983,53.1589,160.1388,91.9717,268.1456,0,U,66366,999,4507,.69754085E-3,.21345E-3,0
STARLINK-35846,2025-254V,2026-08-27T00:28:52.217184,15.34411083,.00012481,53.1587,159.8907,85.1528,274.9617,0,U,66367,999,4507,.86999424E-3,.29143E-3,0
STARLINK-34861,2025-254W,2026-08-27T06:00:56.787264,15.34404351,.00011751,53.1594,157.0276,86.2813,273.8324,0,U,66368,999,4513,.10478759E-2,.35199E-3,0
STARLINK-35795,2025-254X,2026-08-27T02:17:00.175488,15.34392945,.00011734,53.1601,157.4788,80.9336,279.1799,0,U,66369,999,4511,.10727001E-2,.36033E-3,0
STARLINK-35824,2025-254Y,2026-08-27T00:52:17.424192,15.34397554,.00009893,53.1603,157.8235,70.3802,289.7307,0,U,66370,999,4510,.96788567E-3,.32464E-3,0
STARLINK-35804,2025-254Z,2026-08-27T02:13:57.964800,15.34406983,.00009539,53.1592,157.4638,107.3121,252.7987,0,U,66371,999,4511,.11611626E-2,.39069E-3,0
STARLINK-35821,2025-254AA,2026-08-27T03:56:51.345024,15.34449004,.000105,53.1598,157.1978,113.0611,247.0503,0,U,66372,999,4512,.1302092E-2,.43944E-3,0
STARLINK-35809,2025-254AB,2026-08-27T00:09:59.958144,15.34406651,.0001361,53.1589,158.3473,140.1014,220.0089,0,U,66373,999,4509,.88707745E-3,.2972E-3,0
STARLINK-35831,2025-254AC,2026-08-27T01:00:32.880672,15.34399591,.00009462,53.1597,155.7273,90.4354,269.6757,0,U,66374,999,4513,.95257302E-3,.31945E-3,0
STARLINK-35826,2025-254AD,2026-08-27T02:20:01.645728,15.34391705,.00010244,53.1605,157.4883,101.2727,258.8391,0,U,66375,999,4511,.68928178E-3,.22977E-3,0
SHIYAN-32 02,2025-255C,2026-08-26T22:26:32.633088,15.41280944,.00171288,52.9920,38.5754,80.4442,279.8496,0,U,66378,999,4487,.3729521E-3,.15456E-3,0
SHIYAN-32 03,2025-255D,2026-08-27T04:40:40.857312,15.41358312,.00082277,52.9951,37.4187,62.2731,297.9106,0,U,66379,999,4493,.31606648E-3,.13017E-3,0
STARLINK-35139,2025-257A,2026-08-27T00:11:18.178656,15.34395639,.00012378,53.1594,142.1087,131.6662,228.4447,0,U,66380,999,4580,.62659645E-3,.2085E-3,0
STARLINK-35158,2025-257B,2026-08-27T01:12:34.670592,15.34414215,.0001568,53.1594,143.7977,159.9145,200.1920,0,U,66381,999,4584,.11432653E-2,.38467E-3,0
STARLINK-35639,2025-257C,2026-08-26T01:00:18.948672,15.34411515,.0001033,53.1579,148.8764,108.2920,251.8195,0,U,66382,999,4568,.96654033E-3,.32433E-3,0
STARLINK-35690,2025-257D,2026-08-26T00:35:16.304928,15.34420025,.0001273,53.1590,146.6399,103.4793,256.6352,0,U,66383,999,4571,.80714251E-3,.2701E-3,0
STARLINK-35662,2025-257E,2026-08-27T01:15:36.622080,15.34407329,.00010844,53.1606,143.8091,130.1770,229.9328,0,U,66384,999,4584,.10247043E-2,.34412E-3,0
STARLINK-35659,2025-257F,2026-08-27T00:08:16.988352,15.34403038,.00021744,53.1584,142.0978,37.1524,322.9628,0,U,66385,999,4586,.84721929E-3,.2836E-3,0
STARLINK-35651,2025-257G,2026-08-27T00:30:18.091872,15.34411295,.00031171,53.1587,144.3173,38.6796,321.4429,0,U,66386,999,4583,.10054804E-2,.33763E-3,0
STARLINK-35661,2025-257H,2026-08-26T17:37:56.684640,15.34401336,.00016049,53.1588,143.2501,90.9049,269.2138,0,U,66387,999,4582,.9150643E-3,.30669E-3,0
STARLINK-35647,2025-257J,2026-08-27T00:48:27.967392,15.34421315,.00011248,53.1577,144.3984,152.8618,207.2444,0,U,66388,999,4582,.89851135E-3,.30124E-3,0
STARLINK-35694,2025-257K,2026-08-26T18:06:01.235808,15.34400715,.00012131,53.1586,145.4956,80.4548,279.6592,0,U,66389,999,4579,.91289004E-3,.30594E-3,0
STARLINK-35665,2025-257L,2026-08-27T00:57:25.752096,15.34406412,.00010718,53.1584,143.7101,86.1850,273.9275,0,U,66390,999,4594,.82874485E-3,.27733E-3,0
