OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
AURA,2004-026A,2026-08-27T04:39:23.659776,14.61419581,.00017033,98.3479,196.2607,78.7501,281.3891,0,U,28376,999,17658,.15281388E-3,.708E-5,0
ANIK F2,2004-027A,2026-08-26T22:46:26.484096,1.00272451,.0003278,3.4640,78.5037,68.3813,58.8189,0,U,28378,999,4197,0,-.51E-6,0
COSMOS 2407,2004-028A,2026-08-26T12:15:56.599200,13.76338896,.00403486,82.9617,22.7355,56.9020,9.4047,0,U,28380,999,10955,.16582504E-4,.32E-6,0
SHIJIAN-6 01A (SJ-6 01A),2004-035A,2026-08-27T01:43:17.060736,15.18884177,.00044644,97.5838,266.3985,240.7340,119.3448,0,U,28413,999,19822,.30616013E-3,.6318E-4,0
SHIJIAN-6 01B (SJ-6 01B),2004-035B,2026-08-27T07:39:00.241056,15.06771485,.00028982,97.6057,256.2944,252.9448,107.1462,0,U,28414,999,19753,.21583569E-3,.315E-4,0
COSMOS 2408,2004-037A,2026-08-27T05:59:08.596320,12.45681509,.00172057,82.4826,281.3487,111.6297,248.6619,0,U,28419,999,99675,.24698198E-3,.46E-6,0
COSMOS 2409,2004-037B,2026-08-27T05:31:07.420800,12.45324449,.00147273,82.4833,284.6190,122.1177,238.1335,0,U,28420,999,99639,.27896823E-3,.5E-6,0
AMC-15,2004-041A,2026-08-27T07:37:04.888416,1.00271838,.00023181,0.0594,289.4960,207.5570,207.7306,0,U,28446,999,8001,0,-.9E-6,0
JB-3 3 (ZY 2C),2004-044A,2026-08-26T20:27:22.703904,15.19771253,.00321903,97.2855,29.9265,335.9126,24.0602,0,U,28470,999,19851,.14126615E-3,.2995E-4,0
NAVSTAR 56 (USA 180),2004-045A,2026-08-26T04:15:10.393632,2.00559082,.01713256,55.0903,322.0750,318.0881,94.4890,0,U,28474,999,15983,0,-.67E-6,0
SWIFT,2004-047A,2026-08-26T13:28:01.152480,15.76024604,.00010273,20.5527,359.0968,159.1307,200.9182,0,U,28485,999,19795,.45314866E-3,.75587E-3,0
NANOSAT-1,2004-049B,2026-08-27T06:46:41.602080,14.80281116,.00052436,98.2374,17.7264,71.3956,288.7824,0,U,28493,999,16596,.13395614E-3,.965E-5,0
COSMOS 2414,2005-002A,2026-08-27T06:11:39.033024,13.87932577,.00413289,82.9539,349.8835,125.6901,234.8120,0,U,28521,999,9367,.27015784E-4,.49E-6,0
NSS-10,2005-003A,2026-08-26T21:24:41.823072,1.00270795,.000307,6.6210,69.5691,84.5464,104.7514,0,U,28526,999,5386,0,-.252E-5,0
INMARSAT 4-F1,2005-009A,2026-08-27T03:34:08.327136,1.00272094,.00028055,5.2650,42.7975,118.3147,45.9265,0,U,28628,999,7838,0,.34E-6,0
IRS-P5 (CARTOSAT-1),2005-017A,2026-08-27T01:48:17.429472,14.91205031,.0001856,97.5304,258.9270,124.5055,235.6339,0,U,28649,999,15438,.1325864E-3,.1265E-4,0
DIRECTV 8,2005-019A,2026-08-26T22:44:11.699232,1.00270063,.0003438,0.0232,146.3311,26.7113,24.1484,0,U,28659,999,7778,0,0,0
GALAXY 28 (G-28),2005-022A,2026-08-26T18:02:28.790304,1.00272915,.00023862,3.4739,78.0278,78.0635,62.4391,0,U,28702,999,5268,0,-.201E-5,0
SJ-7,2005-024A,2026-08-27T02:15:45.052416,15.22442547,.00164466,97.7256,271.1408,140.8707,219.3721,0,U,28737,999,15881,.33714146E-3,.7754E-4,0
THAICOM 4,2005-028A,2026-08-27T01:34:42.282624,1.00272597,.00010366,0.4214,85.0302,42.3667,351.0961,0,U,28786,999,5296,0,-.364E-5,0
REIMEI (INDEX),2005-031B,2026-08-27T05:44:50.199360,15.11485977,.00183523,98.0221,6.6615,227.6770,132.2904,0,U,28810,999,14172,.34728541E-3,.583E-4,0
ANIK F1R,2005-036A,2026-08-27T06:16:38.424576,1.00272288,.00034616,4.4878,75.6640,47.6236,199.0813,0,U,28868,999,4716,0,-.76E-6,0
NAVSTAR 57 (USA 183),2005-038A,2026-08-27T06:55:21.201312,2.00560857,.01286762,54.8242,270.3022,297.1168,163.2040,0,U,28874,999,15326,0,.3E-6,0
SYRACUSE 3A,2005-041B,2026-08-27T04:39:17.077824,1.00275167,.00024206,4.8168,74.9298,86.0686,290.9234,0,U,28885,999,7646,0,.128E-5,0
BEIJING 1,2005-043A,2026-08-27T07:42:39.612384,14.63567700,.00157935,98.3006,12.9671,61.6254,298.6537,0,U,28890,999,11105,-.4332743E-5,-.72E-6,0
SINAH 1,2005-043D,2026-08-27T06:18:12.359520,14.64199987,.00154788,98.2955,14.0405,56.8964,303.3721,0,U,28893,999,11092,.63246438E-4,.284E-5,0
CUBESAT XI-V,2005-043F,2026-08-26T09:11:55.652064,14.72789442,.00136296,98.3072,35.5222,348.2850,11.8038,0,U,28895,999,11208,.1881037E-3,.115E-4,0
INMARSAT 4-F2,2005-044A,2026-08-27T05:06:59.420736,1.00270830,.0002564,5.1862,43.7116,110.0167,41.9800,0,U,28899,999,7623,0,-.26E-5,0
COSMOS 2416 (RODNIK-S 1),2005-048A,2026-08-27T04:41:34.547136,12.55603057,.00081854,82.4637,262.2458,20.7936,50.2008,0,U,28908,999,94781,.16924286E-3,.38E-6,0
METEOSAT-9 (MSG-2),2005-049B,2026-08-26T01:16:46.023744,1.00279204,.00026668,9.5146,53.4554,11.9591,333.9434,0,U,28912,999,769,0,.123E-5,0
EUTELSAT 174A,2005-052A,2026-08-26T17:17:10.634208,1.00269944,.00061609,4.3898,75.6211,76.0525,256.6246,0,U,28924,999,5303,0,.8E-7,0
ECHOSTAR 10,2006-003A,2026-08-27T06:18:16.485120,1.00271604,.00021801,0.0665,287.7083,187.5400,204.6284,0,U,28935,999,7517,0,-.57E-6,0
SPAINSAT,2006-007A,2026-08-27T03:39:20.255328,1.00270099,.0004863,0.7396,85.3320,72.4063,202.2835,0,U,28945,999,7492,0,-.219E-5,0
JCSAT-5A,2006-010A,2026-08-27T04:09:38.614176,1.00272369,.00016658,1.2848,83.3218,44.3635,42.2134,0,U,29045,999,7448,0,-.329E-5,0
ASTRA 1KR,2006-012A,2026-08-27T04:31:25.332096,1.00272539,.00035176,0.6500,82.9274,71.1193,268.2311,0,U,29055,999,4640,0,.118E-5,0
RESURS-DK 1,2006-021A,2026-08-27T03:45:33.985440,15.13456251,.00056618,69.9315,155.8078,229.9055,130.1616,0,U,29228,999,11331,.11644405E-3,.1979E-4,0
GALAXY 16 (G-16),2006-023A,2026-08-27T06:16:38.424576,1.00272948,.00028236,0.0136,163.0094,350.6987,176.9487,0,U,29236,999,7368,0,-.128E-5,0
ARIRANG-2 (KOMPSAT-2),2006-031A,2026-08-27T06:49:55.277184,14.64695023,.0013635,97.8331,60.3061,202.9500,281.7893,0,U,29268,999,7188,.8256828E-5,-.1E-7,0
EUTELSAT 33F,2006-032A,2026-08-27T04:35:24.948672,1.00273129,.00033984,1.8378,81.3780,72.1179,283.8714,0,U,29270,999,4801,0,.154E-5,0
JCSAT-3A,2006-033A,2026-08-27T05:02:22.363584,1.00271144,.00026704,0.0581,280.3118,242.3470,16.3829,0,U,29272,999,4845,0,-.346E-5,0
KOREASAT 5 (MUGUNGWHA 5),2006-034A,2026-08-27T00:36:50.734080,1.00269913,.00021163,1.9606,82.0296,125.8782,249.6274,0,U,29349,999,4203,0,-.359E-5,0
HINODE (SOLAR-B),2006-041A,2026-08-27T07:30:49.143456,14.68703921,.00187612,98.0555,254.4211,64.5520,295.7624,0,U,29479,999,6531,.11751751E-3,.637E-5,0
NAVSTAR 58 (USA 190),2006-042A,2026-08-26T21:21:11.060640,2.00566097,.01083567,54.7141,148.5311,56.5250,15.6428,0,U,29486,999,14581,0,.1E-7,0
DIRECTV 9S,2006-043A,2026-08-27T06:16:38.424576,1.00272518,.00040199,2.5969,79.9968,64.2934,184.1738,0,U,29494,999,5209,0,-.114E-5,0
OPTUS D1,2006-043B,2026-08-27T03:26:46.533696,1.00271454,.00037682,3.2103,78.7399,75.4209,24.8861,0,U,29495,999,7283,0,-.185E-5,0
SHIJIAN-6 02A (SJ-6 02A),2006-046A,2026-08-27T07:33:57.597408,15.17640111,.00014545,97.6318,280.9313,231.6459,128.4643,0,U,29505,999,8305,.19654093E-3,.3885E-4,0
SHIJIAN-6 02B (SJ-6 02B),2006-046B,2026-08-27T07:44:16.281024,15.01471824,.00153558,97.7057,267.9167,180.6005,179.5204,0,U,29506,999,8141,.5583405E-5,.11E-6,0
DMSP 5D-3 F17 (USA 191),2006-050A,2026-08-27T05:37:27.655968,14.15002886,.00094182,98.7417,244.3616,207.4119,152.6559,0,U,29522,999,2247,.57301037E-4,.68E-6,0
BADR-4,2006-051A,2026-08-27T04:35:47.412672,1.00275817,.00052996,2.1808,80.2782,78.7962,279.8249,0,U,29526,999,5197,0,.155E-5,0
NAVSTAR 59 (USA 192),2006-052A,2026-08-26T05:17:29.614560,2.00561982,.0085106,54.9272,211.2314,91.1016,269.8511,0,U,29601,999,14481,0,.3E-6,0
WILDBLUE-1,2006-054A,2026-08-27T00:29:38.790240,0.99176147,.00048142,2.9789,79.5625,84.6463,292.4091,0,U,29643,999,5450,0,-.196E-5,0
LAPAN-TUBSAT,2007-001A,2026-08-27T05:26:52.457856,14.86012560,.00112518,98.1387,240.0709,320.5108,39.5286,0,U,29709,999,6170,.71880909E-4,.571E-5,0
THEMIS A,2007-004A,2026-08-15T14:05:11.454432,0.87844134,.83468094,9.0460,104.5165,210.9785,47.8840,0,U,30580,999,4180,0,-.552E-5,0
SKYNET 5A,2007-007B,2026-08-27T00:45:38.677824,1.00269308,.00034011,5.4751,72.8441,91.9004,277.1342,0,U,30794,999,7141,0,-.271E-5,0
THEMIS D,2007-004D,2026-08-21T21:20:34.000224,0.87844579,.83132131,8.0978,76.8032,241.6032,117.8063,0,U,30797,999,4165,0,-.673E-5,0
THEMIS E,2007-004E,2026-08-24T04:48:35.632224,0.87839742,.84256166,6.9581,93.2080,228.7216,16.8816,0,U,30798,999,6651,0,-.655E-5,0
ANIK F3,2007-009A,2026-08-27T07:17:27.682368,1.00271906,.00027979,1.3743,82.9253,65.1211,178.1539,0,U,31102,999,4727,0,-.2E-7,0
HAIYANG-1B,2007-010A,2026-08-26T16:39:05.324832,14.31042054,.0013516,98.3571,217.8286,358.2170,1.8963,0,U,31113,999,1072,.48889369E-4,.87E-6,0
SAUDISAT 3,2007-012B,2026-08-26T20:15:25.080192,14.71461489,.00148241,98.1509,189.3102,8.2951,351.8497,0,U,31118,999,3813,.54217067E-4,.285E-5,0
SAUDICOMSAT 7,2007-012C,2026-08-26T21:13:36.998400,14.66182848,.00551424,98.3858,214.4922,336.2922,23.5741,0,U,31119,999,3279,.11802772E-3,.61E-5,0
SAUDICOMSAT 6,2007-012E,2026-08-27T04:06:11.497824,14.62614825,.00729118,98.4176,208.0370,105.5126,255.4140,0,U,31121,999,3056,.10492084E-3,.501E-5,0
SAUDICOMSAT 5,2007-012H,2026-08-27T04:01:36.441696,14.68239865,.00459525,98.3569,215.5161,262.2378,97.3607,0,U,31124,999,3401,.89950738E-4,.472E-5,0
SAUDICOMSAT 3,2007-012J,2026-08-26T11:03:49.315680,14.70797178,.00387519,98.3221,215.3375,187.8358,172.2247,0,U,31125,999,3515,.10288409E-3,.581E-5,0
SAUDICOMSAT 4,2007-012L,2026-08-26T10:58:38.986752,14.64574056,.00642363,98.4062,212.4876,39.8112,320.7777,0,U,31127,999,3157,.12500234E-3,.63E-5,0
ASTRA 1L,2007-016A,2026-08-27T04:19:04.016640,1.00271795,.00051458,1.4978,80.9044,72.5462,222.2418,0,U,31306,999,4569,0,-.186E-5,0
GALAXY 17 (G-17),2007-016B,2026-08-27T06:24:24.880896,1.00271394,.00027164,3.1437,78.9642,94.3072,173.3438,0,U,31307,999,7051,0,-.207E-5,0
YAOGAN-2,2007-019A,2026-08-27T05:12:06.095808,14.82767608,.0021551,98.2553,102.1349,47.0755,313.2262,0,U,31490,999,3814,.9191964E-5,.16E-6,0
GLOBALSTAR M069,2007-020C,2026-08-27T05:02:42.110304,12.23473096,.00011197,52.0040,51.1008,313.2269,217.5452,0,U,31573,999,88749,-.18637391E-3,-.113E-5,0
GLOBALSTAR M072,2007-020D,2026-08-27T06:26:59.415936,11.91659857,.00013709,51.9918,271.0100,93.9605,345.9121,0,U,31574,999,88345,.26821192E-3,-.64E-6,0
COSMO-SKYMED 1,2007-023A,2026-08-27T07:25:36.758208,14.97385980,.00015733,97.8848,71.7795,77.1956,282.9442,0,U,31598,999,4043,.13864483E-3,.1551E-4,0
TERRASAR-X,2007-026A,2026-08-26T12:56:15.764640,15.19148247,.0001648,97.4464,245.2485,90.3681,269.7742,0,U,31698,999,6390,.1388431E-4,.224E-5,0
COSMOS 2428,2007-029A,2026-08-27T05:19:44.487552,14.12969578,.00091677,70.9414,205.3401,358.8995,1.2104,0,U,31792,999,98818,.16908244E-3,.267E-5,0
SAR-LUPE 2,2007-030A,2026-08-27T06:18:03.175200,15.59424417,.00077652,98.1085,353.0962,175.4310,184.7016,0,U,31797,999,6798,.54844733E-3,.43445E-3,0
WORLDVIEW-1 (WV-1),2007-041A,2026-08-27T05:59:25.438272,15.24439204,.00019066,97.3849,357.9781,106.0456,254.0992,0,U,32060,999,5370,.23546378E-3,.5707E-4,0
INTELSAT 11 (IS-11),2007-044B,2026-08-27T06:57:59.550048,0.99052808,.00066995,3.7432,77.7624,118.5343,56.7228,0,U,32253,999,6915,0,-.199E-5,0
WGS F1 (USA 195),2007-046A,2026-08-26T23:05:54.616416,1.00271668,.00008633,0.0092,103.8515,50.9988,124.3361,0,U,32258,999,5304,0,-.269E-5,0
NAVSTAR 60 (USA 196),2007-047A,2026-08-26T12:40:07.468608,2.00552299,.01688185,54.1505,77.1672,89.0151,273.0045,0,U,32260,999,13822,0,.12E-6,0
GLOBALSTAR M066,2007-048C,2026-08-27T05:58:44.918400,12.30391263,.00046505,51.9567,213.9136,190.1395,274.1874,0,U,32265,999,86897,-.39512744E-4,-.99E-6,0
COSMOS 2433 [GLONASS-M],2007-052A,2026-08-27T05:49:41.013984,2.13104496,.00050265,65.5321,313.5410,219.4094,140.6289,0,U,32275,999,14657,0,-.27E-6,0
COSMOS 2432 [GLONASS-M],2007-052B,2026-08-27T07:45:36.271872,2.13103534,.00082062,65.5482,313.6675,310.5784,54.8418,0,U,32276,999,14660,0,-.27E-6,0
YAOGAN-3,2007-055A,2026-08-27T08:04:04.459008,14.91009096,.00015894,97.8135,268.5110,94.0431,266.0969,0,U,32289,999,1647,.98005461E-4,.913E-5,0
SKYNET 5B,2007-056B,2026-08-27T06:43:38.632800,1.00274221,.00034139,5.4270,72.6236,92.2066,296.7013,0,U,32294,999,6891,0,.14E-5,0
ASTRA 4A,2007-057A,2026-08-26T18:11:27.928032,1.00272696,.000243,0.0538,290.8336,216.8610,104.9908,0,U,32299,999,5235,0,.31E-6,0
COSMO-SKYMED 2,2007-059A,2026-08-27T07:36:42.799392,14.82151718,.00014234,97.8910,61.8967,87.7576,272.3800,0,U,32376,999,1254,.50401233E-4,.349E-5,0
RADARSAT-2,2007-061A,2026-08-27T06:26:09.569184,14.29980317,.00013149,98.5811,245.1935,83.3794,276.7538,0,U,32382,999,97611,.12473876E-3,.278E-5,0
NAVSTAR 61 (USA 199),2007-062A,2026-08-26T14:08:37.667040,2.00564037,.0036096,54.9792,271.3170,169.5960,4.1728,0,U,32384,999,13692,0,.3E-6,0
HORIZONS-2,2007-063B,2026-08-27T07:17:40.596576,1.00273831,.00020815,2.7781,79.7098,54.7091,236.7547,0,U,32388,999,6852,0,-.254E-5,0
COSMOS 2434 [GLONASS-M],2007-065A,2026-08-26T04:14:57.554592,2.13101422,.000124,64.3207,189.5559,12.8948,138.9860,0,U,32393,999,14526,0,.15E-6,0
COSMOS 2436 [GLONASS-M],2007-065C,2026-08-27T05:06:44.445024,2.13100056,.00173874,64.3291,189.5940,356.9904,1.6378,0,U,32395,999,14523,0,.2E-6,0
THURAYA-3,2008-001A,2026-08-27T00:43:38.542080,1.00272244,.000233,6.1069,35.8172,138.0076,236.0704,0,U,32404,999,6820,0,.1E-6,0
THOR 5,2008-006A,2026-08-27T04:25:48.371232,1.00272147,.00027262,0.0477,259.4486,267.5881,234.0881,0,U,32487,999,6802,0,-.1E-6,0
AMC-14,2008-011A,2026-08-26T19:31:51.634848,1.00447446,.00363126,24.0933,19.6655,3.7024,345.5948,0,U,32708,999,6887,0,-.327E-5,0
NAVSTAR 62 (USA 201),2008-012A,2026-08-26T10:27:44.461728,2.00551919,.02112905,54.5021,147.1178,248.4134,109.3543,0,U,32711,999,13516,0,-.4E-7,0
DIRECTV 11,2008-013A,2026-08-27T06:16:38.424576,1.00272338,.00002982,0.0029,7.2444,77.1417,246.1023,0,U,32729,999,4630,0,-.127E-5,0
ICO G1,2008-016A,2026-08-27T00:34:03.099936,1.00272743,.000211,5.5369,35.9080,114.6545,100.3602,0,U,32763,999,6725,0,-.171E-5,0
VINASAT-1,2008-018A,2026-08-27T04:17:38.801184,1.00273854,.00018604,0.0533,288.9206,241.4531,1.4020,0,U,32767,999,6730,0,-.329E-5,0
STAR ONE C2,2008-018B,2026-08-27T07:25:10.181568,1.00271014,.00029936,1.4143,81.6941,87.5657,212.5858,0,U,32768,999,6736,0,-.278E-5,0
CARTOSAT-2A,2008-021A,2026-08-27T06:33:25.724160,14.79309412,.00103925,97.7586,285.5362,237.0008,123.0205,0,U,32783,999,98931,-.18899882E-4,-.191E-5,0
CUTE-1.7+APD II (CO-65),2008-021C,2026-08-27T03:58:37.936704,15.10024977,.00097658,97.8344,222.1183,138.6174,221.5796,0,U,32785,999,99590,.34285536E-3,.5513E-4,0
CANX-2,2008-021H,2026-08-27T04:33:12.818016,15.06044044,.00107603,97.8702,220.3974,155.1656,205.0090,0,U,32790,999,99549,.21118772E-3,.3019E-4,0
SEEDS II (CO-66),2008-021J,2026-08-26T23:33:30.439584,15.34970799,.0004648,97.7550,240.3966,77.3931,282.7830,0,U,32791,999,99814,.50492E-3,.17066E-3,0
AMOS-3,2008-022A,2026-08-27T01:22:58.407744,1.00271479,.00026752,0.6305,85.1400,35.4027,313.4941,0,U,32794,999,8304,0,-.118E-5,0
GALAXY 18 (G-18),2008-024A,2026-08-27T00:25:41.402784,1.00273166,.0003216,0.0137,114.8073,48.0564,55.8257,0,U,32951,999,4656,0,.23E-6,0
YUBILEINY (RS30),2008-025A,2026-08-27T05:47:12.405120,12.43182248,.0020254,82.5065,311.2505,153.9252,206.2852,0,U,32953,999,82852,.2105012E-3,.39E-6,0
COSMOS 2437,2008-025B,2026-08-27T07:14:52.540800,12.42760203,.00209266,82.5052,313.2644,171.3524,276.1267,0,U,32954,999,82820,.13551909E-3,.29E-6,0
COSMOS 2438,2008-025C,2026-08-27T05:55:37.453728,12.43370491,.00220729,82.5045,308.6088,147.0117,213.2345,0,U,32955,999,82866,.58148065E-3,.91E-6,0
COSMOS 2439,2008-025D,2026-08-27T07:41:24.243936,12.43071281,.00215203,82.5102,313.5854,157.1291,203.0752,0,U,32956,999,82855,.71399468E-4,.2E-6,0
FENGYUN 3A,2008-026A,2026-08-27T02:15:53.527392,14.19583759,.00076355,98.6908,178.6087,287.0208,73.0131,0,U,32958,999,94546,.48398867E-4,.59E-6,0
ZHONGXING-9,2008-028A,2026-08-27T01:27:05.512608,1.00269971,.00045252,0.9431,84.3540,90.2565,274.8368,0,U,33051,999,6675,0,-.25E-5,0
FGRST (GLAST),2008-029A,2026-08-26T22:30:17.453664,15.24260482,.0008582,25.5824,73.1023,81.9628,278.1884,0,U,33053,999,649,.1129E-3,.3176E-4,0
SKYNET 5C,2008-030A,2026-08-27T04:20:56.336640,1.00272243,.00047174,3.9636,76.1579,89.1837,217.5437,0,U,33055,999,6666,0,-.14E-5,0
TURKSAT 3A,2008-030B,2026-08-27T04:37:54.710112,1.00271778,.0004886,0.0315,84.8038,54.4419,307.6488,0,U,33056,999,5306,0,.145E-5,0
ECHOSTAR 11,2008-035A,2026-08-27T05:53:43.366848,1.00271521,.00024411,1.1817,83.2797,71.3560,159.4934,0,U,33207,999,5192,0,-.59E-6,0
SUPERBIRD-C2,2008-038A,2026-08-27T05:04:52.124160,1.00271737,.00061645,2.5370,80.3330,59.4238,47.9360,0,U,33274,999,10644,0,-.307E-5,0
INMARSAT 4-F3,2008-039A,2026-08-27T06:08:38.698944,1.00270709,.00027023,4.3622,31.7274,151.3048,146.6186,0,U,33278,999,4725,0,-.139E-5,0
HUANJING 1A (HJ-1A),2008-041A,2026-08-27T07:09:58.346208,14.84130308,.00172948,97.6747,222.4180,265.6382,94.2857,0,U,33320,999,96895,.10097207E-3,.793E-5,0
HUANJING 1B (HJ-1B),2008-041B,2026-08-27T07:12:44.447616,14.83434865,.00352021,97.6581,225.3733,312.1465,47.6760,0,U,33321,999,96895,.70388148E-4,.531E-5,0
GEOEYE 1,2008-042A,2026-08-27T04:48:19.581696,14.64679169,.00044717,98.1289,312.2821,177.4919,182.6307,0,U,33331,999,96054,.80242497E-4,.379E-5,0
NIMIQ 4,2008-044A,2026-08-27T07:12:43.499808,1.00272047,.00016282,0.0136,105.3118,34.2953,222.1192,0,U,33373,999,6569,0,-.222E-5,0
GALAXY 19 (G-19),2008-045A,2026-08-27T07:04:01.072704,1.00272501,.0002589,0.0606,264.6438,250.5045,189.3865,0,U,33376,999,6561,0,-.141E-5,0
THEOS,2008-049A,2026-08-27T06:28:41.794752,14.20141655,.00013224,98.5522,294.2239,94.7459,265.3869,0,U,33396,999,92805,.11271436E-3,.198E-5,0
SHIJIAN-6 03A (SJ-6 03A),2008-053A,2026-08-27T07:56:12.657984,15.17744827,.00126502,97.8376,275.1400,123.2320,237.0127,0,U,33408,999,97375,.10135371E-3,.1975E-4,0
SHIJIAN-6 03B (SJ-6 03B),2008-053B,2026-08-27T06:27:41.313024,15.04470972,.00196838,97.8577,260.3426,157.4633,202.7461,0,U,33409,999,97343,.13344406E-3,.1809E-4,0
COSMO-SKYMED 3,2008-054A,2026-08-27T05:58:13.545696,15.07334742,.00164605,97.8187,98.9868,30.6318,329.5867,0,U,33412,999,96764,.98547788E-4,.1427E-4,0
SHIYAN-3 (SY-3),2008-056A,2026-08-27T00:55:16.021632,14.30821462,.00124473,98.6048,264.8817,287.4834,72.4988,0,U,33433,999,92893,.59507049E-4,.112E-5,0
CHUANGXIN 1-02 (CX-1-02),2008-056B,2026-08-27T07:25:03.732672,14.30165294,.00131151,98.6123,264.8593,293.9214,66.0594,0,U,33434,999,92878,.10850002E-4,-.16E-6,0
ASTRA 1M,2008-057A,2026-08-27T06:43:38.632800,1.00270549,.00039585,0.4725,82.8375,72.7255,300.2602,0,U,33436,999,4645,0,.119E-5,0
YAOGAN-4,2008-061A,2026-08-27T06:28:51.513024,14.83316637,.0013725,97.9310,172.2624,193.4070,166.6780,0,U,33446,999,95620,.11431513E-3,.883E-5,0
EUTELSAT HOTBIRD 13C,2008-065A,2026-08-27T04:11:42.223200,1.00273563,.0003587,3.1258,78.3055,81.2971,188.4394,0,U,33459,999,4805,0,-.284E-5,0
GOSAT (IBUKI),2009-002A,2026-08-27T06:03:26.976384,14.67538611,.00014496,98.0940,349.4612,106.1909,253.9455,0,U,33492,999,94188,.11083974E-3,.58E-5,0
STARS (KUKAI),2009-002G,2026-08-26T10:48:55.189728,14.96173883,.00072889,98.1585,188.6646,304.6967,55.3566,0,U,33498,999,94898,.29038682E-3,.321E-4,0
KKS-1 (KISEKI),2009-002H,2026-08-27T05:27:15.292512,14.83277552,.00092298,98.1157,162.7913,64.1381,296.0783,0,U,33499,999,94672,.16685625E-3,.131E-4,0
EXPRESS-AM44,2009-007A,2026-08-27T04:22:56.145792,1.00272700,.00037317,3.6391,77.4918,71.2672,241.3992,0,U,33595,999,5299,0,-.9E-6,0
NSS-9,2009-008A,2026-08-27T05:40:58.503936,1.00272244,.00022458,1.4380,81.8656,60.7587,101.1684,0,U,33749,999,6423,0,.71E-6,0
TELSTAR 11N,2009-009A,2026-08-27T04:15:19.375776,1.00272572,.00025979,0.0561,274.6012,233.6172,213.4797,0,U,34111,999,4695,0,-.252E-5,0
NAVSTAR 63 (USA 203),2009-014A,2026-08-26T08:26:07.349280,2.00570801,.01455721,54.4757,207.8430,61.5241,299.2781,0,U,34661,999,12768,0,.26E-6,0
WGS F2 (USA 204),2009-017A,2026-08-27T04:42:09.303264,1.00269219,.00006037,0.0282,128.7168,31.7801,302.9715,0,U,34713,999,4633,0,0,0
SES-7 (PROTOSTAR 2),2009-027A,2026-08-26T23:48:57.985920,1.00270368,.00016173,0.0406,79.1792,116.6118,244.9354,0,U,34941,999,6333,0,-.346E-5,0
MEASAT-3A,2009-032A,2026-08-27T05:52:38.615232,1.00272314,.00021649,0.0125,291.7300,218.8197,73.1213,0,U,35362,999,874,0,-.111E-5,0
EWS-G3 (GOES 14),2009-033A,2026-08-27T03:03:38.848608,1.00076730,.00022373,1.8658,82.0960,73.4767,322.2139,0,U,35491,999,730,0,-.245E-5,0
FM-5,2009-034A,2026-08-27T02:18:45.556704,1.00270508,.00009131,0.0534,278.7097,144.2575,220.8941,0,U,35493,999,4735,0,-.202E-5,0
TERRESTAR-1,2009-035A,2026-08-27T04:43:21.160416,1.00272631,.00025387,5.2121,48.7002,92.7404,153.8356,0,U,35496,999,6284,0,-.56E-6,0
COSMOS 2451,2009-036A,2026-08-27T06:52:35.538816,12.40872227,.00075637,82.4855,48.2273,59.8958,300.2869,0,U,35498,999,77646,.34870489E-3,.57E-6,0
COSMOS 2453,2009-036C,2026-08-27T05:22:48.026208,12.41521127,.00072023,82.4864,43.7551,19.3047,340.8303,0,U,35500,999,77679,.21582116E-3,.39E-6,0
DEIMOS-1,2009-041A,2026-08-27T06:25:10.892352,14.75299926,.00013353,97.7489,33.4534,34.8083,325.3214,0,U,35681,999,91736,.10204438E-3,.643E-5,0
DUBAISAT-1,2009-041B,2026-08-27T05:48:46.095552,14.75226103,.00099508,98.0145,11.7628,195.5507,164.5397,0,U,35682,999,91557,.13719714E-3,.877E-5,0
UK-DMC 2,2009-041C,2026-08-27T06:24:52.647264,14.76120269,.00016454,97.8926,12.5360,75.1303,285.0089,0,U,35683,999,91705,.978869E-4,.626E-5,0
APRIZESAT 4,2009-041D,2026-08-27T04:38:28.616928,14.83969491,.00445824,98.1366,315.9137,91.3214,269.3107,0,U,35684,999,92189,.98885675E-4,.778E-5,0
NANOSAT 1B,2009-041E,2026-08-26T18:52:37.907040,14.93260406,.00479069,98.1239,359.7362,292.5976,67.0178,0,U,35685,999,92495,.10511086E-3,.1059E-4,0
APRIZESAT 3,2009-041F,2026-08-26T09:08:19.846464,14.96399679,.00612202,98.2154,35.0159,194.0153,165.9370,0,U,35686,999,92687,.18723124E-3,.2134E-4,0
ASIASAT 5,2009-042A,2026-08-27T01:29:20.298336,1.00267822,.00013505,0.0640,264.0690,242.1466,311.9009,0,U,35696,999,6242,0,-.308E-5,0
NAVSTAR 64 (USA 206),2009-043A,2026-08-25T11:39:35.877024,2.00578088,.00521712,56.2523,24.7350,85.5349,316.9714,0,U,35752,999,12475,0,-.64E-6,0
JCSAT-12 (JCSAT-RA),2009-044A,2026-08-26T15:22:29.133408,1.00269663,.00016227,0.0463,285.9765,286.3337,125.2386,0,U,35755,999,6231,0,-.33E-5,0
